chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr13,YMR018W,YMR018W,CDS,26,Putative protein of unknown function with similarity to human PEX5Rp (peroxin protein 5 related protein)  transcription increases during colony development similar to genes involved in peroxisome biogenesis  YMR018W is not an essential gene
chr9,YIL063C,YRB2,CDS,26,"Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle  involved in nuclear protein export  contains Ran Binding Domain and FxFG repeats  interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p  is not essential"
chr2,YBR106W,PHO88,CDS,26,"Probable membrane protein, involved in phosphate transport  pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations"
chr12,YLL016W,SDC25,CDS,26,Non-essential Ras guanine nucleotide exchange factor (GEF) localized to the membrane  expressed in poor nutrients and on non-fermentable carbon sources  homologous to CDC25  contains a stop codon in S288C  full-length gene includes YLL017W
chr7,YGL065C,ALG2,CDS,26,Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway  alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol
chr15,YOR321W,PMT3,CDS,26,"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues  acts in a complex with Pmt5p, can instead interact with Pmt1p in some conditions  target for new antifungals"
chr16,YPL072W,UBP16,CDS,26,"Deubiquitinating enzyme anchored to the outer mitochondrial membrane, probably not important for general mitochondrial functioning, but may perform a more specialized function at mitochondria"
chr13,YML105C,SEC65,CDS,26,"Subunit of the signal recognition particle (SRP), involved in protein targeting to the ER  interacts with Srp54p  homolog of mammalian SRP19"
chr4,YDR253C,MET32,CDS,26,"Zinc-finger DNA-binding protein, involved in transcriptional regulation of the methionine biosynthetic genes, similar to Met31p"
chr16,YPL252C,YAH1,CDS,26,Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins  involved in heme A biosynthesis  homologous to human adrenodoxin
chr12,YLR055C,SPT8,CDS,26,"Subunit of the SAGA transcriptional regulatory complex but not present in SAGA-like complex SLIK/SALSA, required for SAGA-mediated inhibition at some promoters"
chr15,YOR266W,PNT1,CDS,26,"Mitochondrial integral inner membrane protein involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p  deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine"
chr2,YBR112C,CYC8,CDS,26,"General transcriptional co-repressor, acts together with Tup1p  also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters"
chr15,YOR373W,NUD1,CDS,26,"Component of the spindle pole body outer plaque, required for exit from mitosis"
chr8,YHR172W,SPC97,CDS,26,Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex  interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque
chr13,YML006C,GIS4,CDS,26,"CAAX box containing protein of unknown function, proposed to be involved in the RAS/cAMP signaling pathway"
chr15,YOR323C,PRO2,CDS,26,"Gamma-glutamyl phosphate reductase, catalyzes the second step in proline biosynthesis"
chr1,YAL010C,MDM10,CDS,26,Subunit of both the Mdm10-Mdm12-Mmm1 complex and the mitochondrial sorting and assembly machinery (SAM complex)  functions in both the general and Tom40p-specific pathways for import and assembly of outer membrane beta-barrel proteins
chr4,YDL164C,CDC9,CDS,26,"DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication  also acts in nucleotide excision repair, base excision repair, and recombination"
chr14,YNL080C,YNL080C,CDS,26,Protein involved in N-glycosylation  deletion mutation confers sensitivity to exidative stress and shows synthetic lethality with mutations in the spindle checkpoint genes BUB3 and MAD1  YNL080C is not an essential gene
chr4,YDL217C,TIM22,CDS,26,Component of the mitochondrial Tim54p-Tim22p complex involved in insertion of polytopic proteins into the inner membrane
chr7,YGL094C,PAN2,CDS,26,"Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex, which acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes"
chr10,YJR099W,YUH1,CDS,26,Ubiquitin C-terminal hydrolase that cleaves ubiquitin-protein fusions to generate monomeric ubiquitin  hydrolyzes the peptide bond at the C-terminus of ubiquitin  also the major processing enzyme for the ubiquitin-like protein Rub1p
chr3,YCL037C,YCL037C,CDS,26,"Cytoplasmic RNA-binding protein that associates with translating ribosomes  involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments  contains a La motif"
chr2,YBL113C,YBL113C,CDS,26,Helicase-like protein encoded within the telomeric Y' element
chr4,YDR116C,MRPL1,CDS,26,Mitochondrial ribosomal protein of the large subunit
chr14,YNL260C,YNL260C,CDS,26,Putative protein of unknown function with similarity to a human protein overexpressed in oral cancers  essential gene with defects in anaerobic and filamentous growth  localizes to the nucleus and cytoplasm
chr16,YPL092W,SSU1,CDS,26,Plasma membrane sulfite pump involved in sulfite metabolism and required for efficient sulfite efflux  major facilitator superfamily protein
chr2,YBR087W,RFC5,CDS,26,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon"
chr2,YBR042C,YBR042C,CDS,26,"Protein of unknown function, affects chromosome stability when overexpressed"
chr7,YGL097W,SRM1,CDS,26,"Nucleotide exchange factor for Gsp1p, localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules  suppressor of the pheromone response pathway  potentially phosphorylated by Cdc28p"
chr16,YPR182W,SMX3,CDS,26,"Core Sm protein Sm F  part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs  homolog of human Sm F"
chr2,YBR215W,HPC2,CDS,26,"Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription  mutants display synthetic defects with subunits of FACT, a complex that allows passage of RNA Pol II through nucleosomes"
chr13,YMR126C,YMR126C,CDS,26,"Protein of unknown function, mutant sensitive to 6-azauracil (6AU) and mycophenolic acid (MPA)"
chr12,YLR262C-A,YLR262C-A,CDS,26,"Protein of unknown that associates with ribosomes  null mutant exhibits translation defects, altered polyribosome profiles, and resistance to the translation inhibitor anisomcyin"
chr13,YMR190C,SGS1,CDS,26,"Nucleolar DNA helicase of the RecQ family involved in maintenance of genome integrity, regulates chromosome synapsis and meiotic crossing over  has similarity to human BLM and WRN helicases implicated in Bloom and Werner syndromes"
chr13,YMR001C,CDC5,CDS,26,"Polo-like kinase with similarity to Xenopus Plx1 and S. pombe Plo1p  found at bud neck, nucleus and SPBs  has multiple functions in mitosis and cytokinesis through phosphorylation of substrates  may be a Cdc28p substrate"
chr14,YNL332W,THI12,CDS,26,"Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP)  member of a subtelomeric gene family including THI5, THI11, THI12, and THI13"
chr5,YEL061C,YEL061C,CDS,26,Kinesin motor protein involved in mitotic spindle assembly and chromosome segregation
chr15,YOR213C,SAS5,CDS,26,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p), which acetylates free histones and nucleosomes and regulates transcriptional silencing  stimulates Sas2p HAT activity"
chr5,YEL015W,EDC3,CDS,26,"Non-essential conserved protein of unknown function, plays a role in mRNA decapping by specifically affecting the function of the decapping enzyme Dcp1p  localizes to cytoplasmic mRNA processing bodies"
chr10,YJR069C,HAM1,CDS,26,"Conserved protein with deoxyribonucleoside triphosphate pyrophosphohydrolase activity, mediates exclusion of noncanonical purines from deoxyribonucleoside triphosphate pools  mutant is sensitive to the base analog 6-N-hydroxylaminopurine"
chr15,YOR176W,HEM15,CDS,26,"Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway"
chr16,YPR018W,RLF2,CDS,26,Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1) with Cac2p and Msi1p that assembles newly synthesized histones onto recently replicated DNA  involved in the maintenance of transcriptionally silent chromatin
chr10,YJL054W,TIM54,CDS,26,Component of the mitochondrial Tim54p-Tim22p complex involved in insertion of polytopic proteins into the inner membrane
chr11,YKR036C,CAF4,CDS,26,"WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p  also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission"
chr2,YBR043C,YBR043C,CDS,26,"Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin"
chr12,YLR020C,YLR020C,CDS,26,"Steryl ester hydrolase, catalyzes steryl ester hydrolysis at the plasma membrane  involved in sterol metabolism"
chr10,YJL106W,IME2,CDS,26,"Serine/threonine protein kinase involved in activation of meiosis, associates with Ime1p and mediates its stability, activates Ndt80p  IME2 expression is positively regulated by Ime1p"
chr16,YPR097W,YPR097W,CDS,26,"Protein that contains a Phox homology (PX) domain and binds phosphoinositides  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr10,YJL179W,PFD1,CDS,26,"Subunit of heterohexameric prefoldin, which binds cytosolic chaperonin and transfers target proteins to it  involved in the biogenesis of actin and of alpha- and gamma-tubulin"
chr5,YER003C,YER003C,CDS,26,"Mannose-6-phosphate isomerase, catalyzes the interconversion of fructose-6-P and mannose-6-P  required for early steps in protein mannosylation"
chr10,YJL097W,YJL097W,CDS,26,"Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane, involved in elongation of very long-chain fatty acids  evolutionarily conserved, similar to mammalian PTPLA and PTPLB  involved in sphingolipid biosynthesis and protein trafficking"
chr4,YDR146C,SWI5,CDS,26,Transcription factor that activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase  localization to the nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase
chr14,YNL010W,YNL010W,CDS,26,Putative protein of unknown function with similarity to phosphoserine phosphatases  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus  homozygous diploid mutant shows an increase in glycogen accumulation
chr15,YOL003C,YOL003C,CDS,26,"Palmitoyltransferase with autoacylation activity, required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site  required for modification of Chs3p  member of the DHHC family of putative palmitoyltransferases"
chr12,YLL031C,GPI13,CDS,26,ER membrane localized phosphoryltransferase that adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor  similar to human PIG-O protein
chr4,YDR307W,YDR307W,CDS,26,Putative protein of unknown function
chr4,YDR232W,HEM1,CDS,26,"5-aminolevulinate synthase, catalyzes the first step in the heme biosynthetic pathway  an N-terminal signal sequence is required for localization to the mitochondrial matrix  expression is regulated by Hap2p-Hap3p"
chr15,YOL056W,GPM3,CDS,26,"Homolog of Gpm1p phosphoglycerate mutase, which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis  may be non-functional derivative of a gene duplication event"
chr7,YGL241W,KAP114,CDS,26,"Karyopherin, responsible for nuclear import of Spt15p, histones H2A and H2B, and Nap1p  amino terminus shows similarity to those of other importins, particularly Cse1p  localization is primarily nuclear"
chr16,YPR160C-A,YPR160C-A,CDS,26,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
chr16,YPL214C,THI6,CDS,26,"Bifunctional enzyme with thiamine-phosphate pyrophosphorylase and 4-methyl-5-beta-hydroxyethylthiazole kinase activities, required for thiamine biosynthesis  GFP-fusion protein localizes to the cytoplasm in a punctate pattern"
chr12,YLR060W,FRS1,CDS,26,"Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs2p to generate active enzyme  able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control"
chr9,YIL001W,YIL001W,CDS,26,Putative protein of unknown function  contains a BTB/POZ domain which generally function in protein interactions  deletion slightly improved competitive fitness in rich media  GFP-tagged protein is localized to the cytoplasm
